x,y,p_BACK,p_NORM,p_DEB,p_TUM,p_ADI,p_MUC,p_MUS,p_STR,p_LYM,p_Cancer,p_Normal,p_Others,group_argmax,kather_topclass,in_roi,p_gland_virchow2,p_gland_uni2,p_gland_phikon-v2,p_gland_ensemble,pred_class_ensemble,gt_label,pred_label,cancer_mask,gt_class,pred_class,correct
60416,18432,4.2308234e-17,4.6829751e-07,1.2654839e-14,0.9999995,8.589775e-24,9.610997e-16,2.9120035e-19,1.1747799e-19,5.4089496999999995e-18,0.9999995,4.6829751e-07,1.3658247e-14,Cancer,TUM,True,0.9998148,0.9990601,0.997285,0.99872,gland,0,0,True,gland,gland,True
60928,18432,2.1767046e-13,1.5655566e-09,1.7236246e-12,1.0,1.188715e-18,7.18877e-09,9.590241e-15,2.785535e-13,8.534085e-18,1.0,1.5655661e-09,7.190711e-09,Cancer,TUM,True,0.99931216,0.99832565,0.99566853,0.9977687,gland,0,0,True,gland,gland,True
61440,18432,1.383182e-13,0.0012018386,8.4069833e-13,0.99879813,2.6497020000000003e-17,2.4996022e-10,1.8802225e-12,6.523457e-13,2.8097266e-16,0.99879813,0.0012018386,2.5093924e-10,Cancer,TUM,True,0.99740905,0.994089,0.97821885,0.9899056,gland,0,0,True,gland,gland,True
61952,18432,2.5946497e-18,5.080302e-10,1.1214555000000002e-16,1.0,4.569693e-25,1.3790455e-16,1.427393e-16,1.9344654e-17,1.5083556999999998e-19,1.0,5.0803034e-10,2.5264473000000004e-16,Cancer,TUM,True,0.7844842,0.9012275,0.908618,0.86477655,gland,0,0,True,gland,gland,True
62464,18432,2.9722003e-14,3.0534808e-10,3.3929324e-12,1.0,4.4666992e-17,2.1229685e-11,6.355566e-11,6.2647045e-13,6.978991600000001e-17,1.0,3.6890388e-10,2.465234e-11,Cancer,TUM,True,0.4085127,0.7314424,0.5601323,0.56669575,gland,0,1,True,gland,non-gland,False
62976,18432,8.353132999999999e-19,1.9863009e-14,2.6120913e-16,1.0,1.1751288e-21,4.743108e-14,5.90835e-16,1.4890338e-17,1.4027946e-23,1.0,2.0453845e-14,4.7693125e-14,Cancer,TUM,True,0.9600627,0.98657167,0.9891816,0.9786053,gland,0,0,True,gland,gland,True
63488,18432,1.7044613000000002e-22,4.669157e-13,1.4924785e-19,1.0,6.4088314e-31,5.565796e-16,1.7788289e-21,5.770129e-20,9.120705e-25,1.0,4.669157e-13,5.56729e-16,Cancer,TUM,True,0.9896718,0.9959299,0.96741027,0.98433733,gland,0,0,True,gland,gland,True
64000,18432,2.3280227e-17,3.6744807e-09,6.4060024e-14,1.0,7.220731e-21,2.4984773e-12,1.4181847e-13,7.761561e-14,1.9903869e-20,1.0,3.6746226e-09,2.5625606e-12,Cancer,TUM,True,0.9296961,0.9546474,0.9850429,0.95646214,gland,0,0,True,gland,gland,True
50176,17920,3.120413e-24,1.3451436e-12,1.0113254000000001e-21,1.0,1.0094604e-35,1.9631091000000001e-16,4.2712124e-28,3.8553552999999997e-25,9.810751e-28,1.0,1.3451436e-12,1.9631193000000003e-16,Cancer,TUM,True,0.9986541,0.9998313,0.9981324,0.9988726,gland,0,0,True,gland,gland,True
50688,17920,8.931281e-15,4.495315e-09,1.031147e-12,1.0,6.905884e-21,3.2747042e-08,1.4229931999999999e-18,1.3838885e-16,3.0270327e-21,1.0,4.495315e-09,3.2748083e-08,Cancer,TUM,True,0.9849274,0.9976404,0.99351174,0.9920265,gland,0,0,True,gland,gland,True
51200,17920,2.3313771e-06,2.5087216e-05,0.0010295784,0.9988104,4.979078e-09,3.383567e-05,6.682801e-07,9.780428e-05,3.2922065e-07,0.9989082,2.6089696e-05,0.0010657454,Cancer,TUM,True,0.96267307,0.9678993,0.95822614,0.9629328,gland,1,0,True,non-gland,gland,False
51712,17920,3.1298978e-12,6.777596e-10,7.5067494e-11,1.0,2.5830275000000002e-17,2.3802338e-08,1.8623642e-12,2.1210218e-11,1.820261e-15,1.0,6.796238e-10,2.3880535e-08,Cancer,TUM,True,0.97134733,0.97324073,0.92892635,0.9578381,gland,1,0,True,non-gland,gland,False
52224,17920,3.0135665e-27,3.5271357e-16,2.2688431e-17,1.0,2.5224783e-33,1.05383545e-16,1.7521344999999998e-19,2.6067664e-23,9.154294000000001e-28,1.0,3.5288878e-16,1.2807198000000002e-16,Cancer,TUM,True,0.99605453,0.99899954,0.99371004,0.9962547,gland,0,0,True,gland,gland,True
52736,17920,2.494775e-25,5.0365155e-15,2.528515e-21,1.0,7.5648945e-36,2.991403e-20,5.6457404000000004e-27,1.0815427e-22,1.2441638e-23,1.0,5.0365155e-15,3.2442796e-20,Cancer,TUM,True,0.99911696,0.9995197,0.99580115,0.998146,gland,0,0,True,gland,gland,True
53248,17920,1.0669367e-17,1.7854468e-10,3.0532720000000003e-17,1.0,1.0391957e-25,3.682263e-12,1.2594066e-22,5.5284364e-20,9.4076384e-26,1.0,1.7854468e-10,3.682304e-12,Cancer,TUM,True,0.99861145,0.99553156,0.994089,0.99607736,gland,1,0,True,non-gland,gland,False
53760,17920,7.340545e-12,0.0017214344,4.7992058e-11,0.9982786,8.659905e-16,2.375219e-10,3.219651e-11,2.7724242e-10,6.0644567e-13,0.9982786,0.0017214344,2.928545e-10,Cancer,TUM,True,0.9995695,0.99701905,0.9952448,0.99727774,gland,0,0,True,gland,gland,True
54272,17920,1.7520405e-12,5.00172e-10,1.1204674e-09,1.0,3.2664237e-17,5.267736e-10,4.0384125e-14,2.8810222e-12,7.923861e-13,1.0,5.010048e-10,1.648993e-09,Cancer,TUM,True,0.9975656,0.9993013,0.9976769,0.9981813,gland,0,0,True,gland,gland,True
54784,17920,9.175416e-19,1.358095e-09,2.391644e-18,1.0,1.5465463e-29,2.008777e-13,7.287294e-25,5.295594e-20,6.735000299999999e-23,1.0,1.358095e-09,2.00881e-13,Cancer,TUM,True,0.99824536,0.998884,0.9877587,0.9949627,gland,0,0,True,gland,gland,True
55296,17920,1.256953e-16,1.7019696e-07,1.5095797e-14,0.9999999,1.5616631e-22,5.3676946e-12,3.5329087e-18,4.5019887e-17,4.193728e-22,0.9999999,1.7019696e-07,5.382916e-12,Cancer,TUM,True,0.99856746,0.9971551,0.9930962,0.99627286,gland,0,0,True,gland,gland,True
55808,17920,1.2094872e-11,1.7787643e-05,8.9339135e-12,0.99998224,7.078524e-18,3.047056e-10,3.0610066e-14,5.073474e-13,1.379859e-14,0.99998224,1.7787643e-05,3.2573438e-10,Cancer,TUM,True,0.9976404,0.9976769,0.9916842,0.99566716,gland,0,0,True,gland,gland,True
56320,17920,1.3898992e-15,7.740963e-11,1.9713584e-14,1.0,1.2607024999999999e-25,3.5500733e-14,9.306181e-22,1.26128e-17,2.5462941e-15,1.0,7.7412174e-11,5.6604217e-14,Cancer,TUM,True,0.9995695,0.99719906,0.9921841,0.99631757,gland,0,0,True,gland,gland,True
56832,17920,1.2912207000000001e-16,5.9865316e-12,7.760524e-14,1.0,2.1603847e-23,1.615996e-12,8.958425e-19,2.6936617000000003e-16,1.2212615e-19,1.0,5.9865325e-12,1.6937303e-12,Cancer,TUM,True,0.99553156,0.9991573,0.994615,0.9964346,gland,0,0,True,gland,gland,True
57344,17920,3.291747e-21,1.8608816e-14,3.6313993e-14,1.0,7.1536713e-28,1.2739414e-14,2.8347897e-18,3.3632753e-19,5.687892e-20,1.0,1.8611708e-14,4.905341e-14,Cancer,TUM,True,0.9938548,0.99629277,0.9826909,0.9909461,gland,0,0,True,gland,gland,True
57856,17920,4.600350499999999e-19,1.2915829e-12,2.8805327e-16,1.0,1.5326187e-25,3.986494e-14,2.1913904e-19,5.6011284e-17,1.9876594000000001e-16,1.0,1.2917819e-12,4.0153455e-14,Cancer,TUM,True,0.983343,0.98657167,0.9591543,0.9763563,gland,0,0,True,gland,gland,True
58368,17920,1.1796859e-09,0.00016368052,2.6780736e-08,0.9998361,1.824856e-12,1.3667471e-07,2.8725125e-08,2.6668749e-08,7.114956e-10,0.9998361,0.00016370996,1.6463514e-07,Cancer,TUM,True,0.99821776,0.99827254,0.9914225,0.9959709,gland,0,0,True,gland,gland,True
58880,17920,1.5519175e-15,1.7727243e-11,3.9298748e-13,1.0,3.3859283e-21,1.5677714e-12,7.067621e-16,1.7892887e-14,6.876662199999999e-18,1.0,1.7727956e-11,1.9623107e-12,Cancer,TUM,True,0.99931216,0.9995197,0.99453074,0.99778754,gland,0,0,True,gland,gland,True
59392,17920,4.4420583e-14,4.696748e-09,7.77332e-11,0.9999999,4.2296724e-20,6.8661855e-08,2.1451188e-15,5.8227715e-14,4.584463e-18,0.9999999,4.69675e-09,6.873963e-08,Cancer,TUM,True,0.9678993,0.9124362,0.91181,0.93071514,gland,1,0,True,non-gland,gland,False
59904,17920,1.5616739e-16,8.204311e-08,2.1416835000000001e-16,0.9999999,3.392167e-24,1.41969e-12,2.6918400000000003e-18,4.149644e-16,1.8547066e-20,0.9999999,8.204311e-08,1.4200604e-12,Cancer,TUM,True,0.9949397,0.99719906,0.99253935,0.99489266,gland,0,0,True,gland,gland,True
60416,17920,2.1803697000000002e-16,2.222093e-07,2.5789272e-20,0.99999976,4.306986e-24,9.445113e-17,7.946446999999999e-19,4.2515352e-16,1.0493487e-19,0.99999976,2.222093e-07,3.125139e-16,Cancer,TUM,True,0.99701905,0.9974491,0.99242276,0.9956303,gland,0,0,True,gland,gland,True
60928,17920,2.8264920000000004e-17,5.9414283e-06,6.3633604e-16,0.99999404,1.2713548999999999e-23,1.1405549e-12,9.318979e-16,8.1286576e-15,4.7903928e-18,0.99999404,5.9414283e-06,1.1412195e-12,Cancer,TUM,True,0.99351174,0.99509466,0.9871788,0.9919284,gland,0,0,True,gland,gland,True
61440,17920,9.995686e-32,1.8090883e-15,2.0985514e-26,1.0,2.4499999999999997e-42,9.484947000000001e-23,3.1018555e-29,1.2654803e-28,1.100478e-31,1.0,1.8090883e-15,9.487045e-23,Cancer,TUM,True,0.9531007,0.9755769,0.96691406,0.96519727,gland,0,0,True,gland,gland,True
61952,17920,3.4228254e-12,7.396259e-08,4.640404e-11,0.9999999,1.7991072e-17,2.3517087e-12,1.9932888e-13,8.194812e-13,1.9000267000000002e-16,0.9999999,7.396279e-08,5.2178574e-11,Cancer,TUM,True,0.4172715,0.84594244,0.7490872,0.670767,gland,0,1,True,gland,non-gland,False
62464,17920,1.5942817000000002e-22,8.0872115e-12,6.2361146000000005e-21,1.0,2.4269271e-25,5.1503455e-17,1.1776672000000001e-16,2.327513e-20,7.643993999999999e-30,1.0,8.087329e-12,5.1509850000000006e-17,Cancer,TUM,True,0.9161096,0.9688562,0.9339146,0.9396269,gland,0,0,True,gland,gland,True
62976,17920,5.4270325000000005e-27,5.681027e-17,3.8750057000000005e-27,1.0,8.995458999999999e-38,3.4440954e-20,3.4107268e-29,5.2442125e-27,1.4979221e-31,1.0,5.681027e-17,3.4440964e-20,Cancer,TUM,True,0.9807288,0.99486035,0.983343,0.9863107,gland,0,0,True,gland,gland,True
63488,17920,2.1547134e-16,1.6412729e-11,4.631762e-20,1.0,1.4711443e-21,1.8559813e-12,2.7340521999999997e-19,2.15977e-20,7.8499999999999995e-28,1.0,1.6412729e-11,1.8561968e-12,Cancer,TUM,True,0.9744348,0.99155444,0.98527133,0.9837535,gland,0,0,True,gland,gland,True
64000,17920,1.2892234e-22,6.6299253e-12,3.3868025e-16,1.0,4.3932475e-29,8.883155499999998e-18,2.2823875e-15,3.5785295e-15,2.9112621999999998e-18,1.0,6.632211e-12,3.4756353000000003e-16,Cancer,TUM,True,0.86153823,0.9500415,0.9273633,0.91298103,gland,0,0,True,gland,gland,True
64512,17920,5.8836967e-17,2.0441542e-09,2.530123e-16,1.0,1.6205914e-24,2.7728325e-14,5.581119e-18,1.1489487e-15,9.030974e-16,1.0,2.044155e-09,2.8040174e-14,Cancer,TUM,True,0.90894175,0.9863631,0.94853723,0.9479473,gland,0,0,True,gland,gland,True
65024,17920,9.321463e-13,0.00032636078,4.1957327e-12,0.9996736,1.8747375e-16,1.3081671e-11,2.5507693e-12,1.7958494e-10,5.5962713e-12,0.9996736,0.00032636078,1.820955e-11,Cancer,TUM,True,0.9740426,0.9309621,0.95759624,0.9542003,gland,1,0,True,non-gland,gland,False
65536,17920,3.2779224999999997e-23,2.848469e-11,9.527956000000001e-23,1.0,1.1474309e-34,1.8161176e-18,4.1327247000000005e-24,3.536571e-21,2.5234041e-24,1.0,2.848469e-11,1.8162455999999998e-18,Cancer,TUM,True,0.9807288,0.9959299,0.98866826,0.98844236,gland,0,0,True,gland,gland,True
50176,19456,2.8195723e-07,0.0015199998,0.0011197542,0.016114175,4.415799e-07,2.1486107e-05,0.5355801,0.44560635,3.7469217e-05,0.46172053,0.53713804,0.0011415222,Normal,MUS,True,0.7577944,0.67017674,0.46532673,0.6310993,gland,1,0,False,non-gland,gland,False
50688,19456,2.666564e-06,9.603073e-05,0.00041217724,0.0023336438,1.8279809e-06,6.1106664e-05,0.3457878,0.65125304,5.167699e-05,0.6535867,0.34593734,0.00047595045,Cancer,STR,True,0.95791227,0.8568123,0.51354647,0.7760903,gland,1,0,True,non-gland,gland,False
51200,19456,2.273738e-06,0.006228314,6.8567956e-06,0.99373865,1.0909122e-09,1.7938071e-05,1.0789732e-07,5.930379e-06,5.623751e-08,0.99374455,0.006228479,2.7068605e-05,Cancer,TUM,True,0.5607338,0.4222664,0.22270015,0.40190008,non-gland,1,0,True,non-gland,gland,False
51712,19456,4.9865112e-11,0.0004411961,1.0983186e-06,0.999553,1.4647325e-12,6.3568983e-10,3.9859824e-06,5.9361037e-07,1.4876947e-07,0.9995536,0.00044533086,1.0990043e-06,Cancer,TUM,True,0.8183016,0.92892635,0.70089483,0.81604093,gland,0,0,True,gland,gland,True
52224,19456,4.3516566e-18,9.763877e-09,7.6864225e-15,1.0,8.049827e-24,8.3607773e-13,9.8465694e-18,7.894824e-16,1.0745011e-17,1.0,9.763877e-09,8.437685e-13,Cancer,TUM,True,0.9879462,0.9825575,0.98201376,0.9841725,gland,1,0,True,non-gland,gland,False
52736,19456,3.049326e-17,2.549514e-13,4.2575047e-14,1.0,4.2533476000000005e-26,2.4782882e-11,4.5410105e-22,1.1331888e-20,1.0025020000000001e-22,1.0,2.549514e-13,2.4825487e-11,Cancer,TUM,True,0.99998224,0.99992514,0.9990452,0.9996509,gland,0,0,True,gland,gland,True
53248,19456,2.746202e-24,4.37753e-18,9.651818e-24,1.0,2.1412500000000003e-40,2.309581e-16,8.554079999999999e-37,3.3871254e-31,1.0364716999999999e-33,1.0,4.37753e-18,2.309581e-16,Cancer,TUM,True,0.99974686,0.9994967,0.9981614,0.99913496,gland,0,0,True,gland,gland,True
53760,19456,6.8437966e-17,8.766457e-15,1.1585311e-13,1.0,2.7714927e-23,3.395854e-11,7.477428e-18,6.099644e-17,3.725283e-24,1.0,8.773935e-15,3.4074462e-11,Cancer,TUM,True,0.99893504,0.99948066,0.9952448,0.99788684,gland,0,0,True,gland,gland,True
54272,19456,1.4347539e-13,6.0534845e-08,7.835284e-12,0.9999999,2.3463135e-20,2.3787333e-10,1.01803963e-16,4.589226600000001e-16,1.5622858999999998e-18,0.9999999,6.0534845e-08,2.458521e-10,Cancer,TUM,True,0.9997998,0.99980897,0.99947256,0.9996938,gland,0,0,True,gland,gland,True
54784,19456,4.9658154e-14,2.787791e-07,2.8111804e-13,0.99999976,2.4067054e-20,6.0449197e-09,1.195132e-15,2.7631046e-12,1.4671502999999998e-18,0.99999976,2.787791e-07,6.0452505e-09,Cancer,TUM,True,0.99937373,0.99854493,0.9985221,0.99881357,gland,0,0,True,gland,gland,True
55296,19456,7.0935636e-20,3.3169403000000004e-16,9.470148e-18,1.0,2.3062741000000003e-28,5.7374615e-15,7.11599e-24,1.1489321e-21,4.939735e-25,1.0,3.3169403000000004e-16,5.7470025e-15,Cancer,TUM,True,0.99970406,0.9982993,0.9974491,0.99848413,gland,0,0,True,gland,gland,True
55808,19456,1.3905282e-18,4.8947864e-12,2.3287724e-14,1.0,5.1186284000000005e-27,1.9990152e-13,1.3535358999999999e-20,1.8194589999999997e-19,1.780657e-19,1.0,4.8947864e-12,2.2319063e-13,Cancer,TUM,True,0.9995122,0.998103,0.9971551,0.99825674,gland,0,0,True,gland,gland,True
56320,19456,1.0705012e-22,3.6465113e-13,2.371018e-15,1.0,8.970147e-28,3.636714e-15,1.2003594e-15,1.8419486e-16,1.2897386e-24,1.0,3.6585147e-13,6.007732e-15,Cancer,TUM,True,0.99863297,0.9992206,0.99771273,0.9985221,gland,0,0,True,gland,gland,True
56832,19456,4.7718616e-30,1.2615777999999998e-18,4.1242653999999997e-25,1.0,3.85255e-40,1.7534623000000001e-22,4.3862999999999994e-28,7.0950846e-26,7.643061e-30,1.0,1.2615777999999998e-18,1.7575866e-22,Cancer,TUM,True,0.9918121,0.99955577,0.9976404,0.99633604,gland,0,0,True,gland,gland,True
57344,19456,7.450368e-11,1.0541361e-06,3.767195e-08,0.9999988,5.171649e-14,1.0928094e-07,1.9488523e-08,3.545377e-08,2.5771208e-12,0.99999887,1.0736272e-06,1.470274e-07,Cancer,TUM,True,0.9757624,0.909907,0.9390248,0.94156474,gland,1,0,True,non-gland,gland,False
57856,19456,3.491315e-15,2.0493355e-12,3.3396597e-09,1.0,6.5672123e-19,5.6877425e-08,7.835239e-16,3.0905728000000003e-16,6.428973999999999e-19,1.0,2.0501203e-12,6.021709e-08,Cancer,TUM,True,0.98926485,0.99845123,0.9879462,0.9918874,gland,0,0,True,gland,gland,True
58368,19456,3.9310047e-14,5.9084197e-08,4.3390186e-10,1.0,8.154144e-22,8.2486726e-11,4.4173242000000004e-16,5.358207e-14,3.3588604e-14,1.0,5.908423e-08,5.164279e-10,Cancer,TUM,True,0.9989837,0.999089,0.9914225,0.99649835,gland,0,0,True,gland,gland,True
58880,19456,1.6597854e-08,0.012604328,0.00025753933,0.98706055,2.616446e-10,1.8698399e-06,2.8942493e-05,4.665074e-05,1.4606607e-07,0.9871072,0.012633417,0.00025942575,Cancer,TUM,True,0.9986749,0.9982993,0.9943581,0.9971108,gland,0,0,True,gland,gland,True
59392,19456,9.559769000000001e-17,7.864939e-10,4.8301723e-12,1.0,1.3175076e-22,1.30406245e-14,7.585075e-18,8.6300766e-17,1.6792076e-15,1.0,7.864956e-10,4.8433085e-12,Cancer,TUM,True,0.9943141,0.96095175,0.9908744,0.9820468,gland,0,0,True,gland,gland,True
59904,19456,1.7564387e-14,3.6681486e-10,7.63079e-09,1.0,2.2103393e-19,3.3988123e-09,1.4495878e-14,3.128931e-12,2.684111e-13,1.0,3.6709777e-10,1.102962e-08,Cancer,TUM,True,0.994615,0.9984022,0.9863631,0.9931268,gland,0,0,True,gland,gland,True
60416,19456,3.9685254e-16,1.0597005e-13,4.1954518e-13,1.0,2.5763856e-24,4.575842e-10,3.588431e-20,2.8021604e-17,1.3613506e-19,1.0,1.0597022e-13,4.5800413e-10,Cancer,TUM,True,0.9989183,0.9975656,0.9971551,0.9978797,gland,0,0,True,gland,gland,True
60928,19456,1.6708405e-11,2.7791873e-06,1.00389705e-07,0.9999963,1.0998922e-13,1.0306683e-10,6.0487855e-07,1.7927916e-07,3.4502892e-09,0.9999965,3.3875162e-06,1.00509475e-07,Cancer,TUM,True,0.9036349,0.95759624,0.9230392,0.9280901,gland,0,0,True,gland,gland,True
50176,22016,3.0210354e-10,3.6277225e-08,2.8459593e-07,1.1612947e-06,2.6879157e-08,6.5476326e-07,0.9980227,0.001975141,1.5209988e-08,0.0019763024,0.99802274,9.396613e-07,Normal,MUS,True,0.99605453,0.98469365,0.97134733,0.98403186,gland,0,0,False,gland,gland,False
50688,22016,2.3568504e-07,6.918651e-07,0.13830768,0.43654293,3.1545376e-08,0.0024205707,0.4078115,0.014915813,5.057962e-07,0.45145875,0.4078127,0.14072849,Cancer,TUM,True,0.96378,0.60369825,0.5672176,0.71156526,gland,1,0,False,non-gland,gland,False
51200,22016,8.8394916e-07,1.2074405e-05,0.0031685564,0.02891604,2.6116382e-07,8.5467844e-05,0.5644783,0.4033341,4.335757e-06,0.43225014,0.56449497,0.0032549084,Normal,MUS,True,0.8624676,0.91117966,0.58249104,0.7853794,gland,1,0,False,non-gland,gland,False
51712,22016,2.5192983e-09,0.0013311162,6.774159e-07,0.99852717,1.5286715e-11,7.5224584e-08,5.088021e-07,0.00013990278,6.4931345e-07,0.99866706,0.0013322744,7.551598e-07,Cancer,TUM,True,0.5389832,0.5839153,0.085709274,0.4028693,non-gland,1,0,True,non-gland,gland,False
52224,22016,8.735874e-16,1.0881444e-09,2.429133e-09,1.0,3.2050266e-19,3.7887699e-10,2.1690477e-15,2.3094084e-13,8.678715e-15,1.0,1.0881552e-09,2.8080107e-09,Cancer,TUM,True,0.94699025,0.99724233,0.93721074,0.9604811,gland,0,0,True,gland,gland,True
52736,22016,2.4866520000000002e-17,1.1265279e-12,2.0870293e-13,1.0,1.1311037e-26,2.3461061e-14,2.8562220000000003e-22,1.7915047e-18,1.2045375e-16,1.0,1.1266484e-12,2.3218886e-13,Cancer,TUM,True,0.9956006,0.9992084,0.99371004,0.99617296,gland,0,0,True,gland,gland,True
53248,22016,2.6149247e-22,7.078745e-14,2.5626388e-20,1.0,9.076123999999999e-36,8.906539e-13,6.550131e-32,1.142335e-25,4.9053099999999995e-27,1.0,7.078745e-14,8.906539e-13,Cancer,TUM,True,0.99879336,0.9998313,0.9987356,0.99912006,gland,0,0,True,gland,gland,True
55296,21504,3.6429519e-28,1.0501274e-16,1.3629351e-27,1.0,3.6000000000000004e-44,4.9813995e-19,5.0809177e-38,1.1911096e-29,2.7719676000000003e-31,1.0,1.0501274e-16,4.9813995e-19,Cancer,TUM,True,0.99824536,0.9994116,0.99884856,0.99883515,gland,0,0,True,gland,gland,True
55808,21504,1.5009474e-13,5.5698193e-09,1.9888335e-10,1.0,5.6138316e-18,7.15446e-10,4.3498256e-13,1.12894936e-13,1.6609679e-15,1.0,5.570256e-09,9.1447944e-10,Cancer,TUM,True,0.99954873,0.99931216,0.99895155,0.99927074,gland,0,0,True,gland,gland,True
56320,21504,5.7254284e-14,1.8607886e-11,4.141669e-11,1.0,2.6069807e-19,2.2788382e-11,1.2051494e-15,2.825186e-15,2.3874067e-17,1.0,1.8609116e-11,6.4262325e-11,Cancer,TUM,True,0.9995272,0.9995122,0.9984022,0.9991472,gland,0,0,True,gland,gland,True
56832,21504,1.3382458e-08,7.8310165e-07,4.8149313e-06,5.2775526e-06,6.4171694e-08,1.0697216e-05,0.89438665,0.10559163,1.1645774e-07,0.10559691,0.8943876,1.552553e-05,Normal,MUS,True,0.9927672,0.91117966,0.77932185,0.89442295,gland,0,0,False,gland,gland,False
57344,21504,2.146081e-11,6.261257e-06,0.00020627439,0.9997712,3.3271042e-12,1.3389492e-08,3.4236427e-06,1.1092803e-05,1.7317843e-06,0.99978226,1.1416688e-05,0.00020628779,Cancer,TUM,True,0.87768656,0.87705624,0.79438496,0.8497093,gland,0,0,True,gland,gland,True
57856,21504,2.2538265e-07,0.068890944,5.688117e-05,0.9303001,3.1715297e-10,8.6396017e-07,1.8562781e-06,0.0007361209,1.2968609e-05,0.93103623,0.06890577,5.7970516e-05,Cancer,TUM,True,0.98866826,0.93991333,0.91550726,0.9480296,gland,0,0,True,gland,gland,True
58368,21504,2.3334919000000003e-16,4.6307867e-14,1.5037806e-14,1.0,3.575813e-23,4.953791e-11,2.899084e-17,1.3832877e-11,4.3406437999999997e-20,1.0,4.6336903e-14,4.955318e-11,Cancer,TUM,True,0.78613067,0.88759494,0.8836382,0.8524546,gland,1,0,True,non-gland,gland,False
58880,21504,1.0711631e-07,0.20305456,0.0021444166,0.79428107,1.1852122e-08,4.705732e-06,0.0002530759,0.000250375,1.16682895e-05,0.79453146,0.20331933,0.0021492294,Cancer,TUM,True,0.94355595,0.55012405,0.6951311,0.7296037,gland,0,0,True,gland,gland,True
59392,21504,2.2361574e-17,2.2434953e-11,2.579682e-15,1.0,2.7668565000000003e-22,2.2146842e-13,2.4866534e-16,7.068457e-16,8.716824e-18,1.0,2.243521e-11,2.2407046e-13,Cancer,TUM,True,0.3415825,0.85293543,0.8688268,0.6877816,gland,1,1,True,non-gland,non-gland,True
59904,21504,7.2818502e-09,7.919578e-07,7.3466063e-06,0.9996718,2.3948668e-10,2.6902848e-07,2.6326024e-05,0.00029352045,3.7190933e-08,0.9999653,2.7155413e-05,7.6229167e-06,Cancer,TUM,True,0.97134733,0.840259,0.5801142,0.7972402,gland,1,0,True,non-gland,gland,False
60416,21504,1.2092692e-18,2.097917e-13,1.0175622e-16,1.0,2.0645127e-25,7.6685913e-10,3.3441985e-20,5.864487e-19,1.3664511e-24,1.0,2.0979172e-13,7.6685924e-10,Cancer,TUM,True,0.99193794,0.9881309,0.9939964,0.9913551,gland,0,0,True,gland,gland,True
60928,21504,1.5162260000000002e-17,1.2596095e-09,1.1002051e-16,1.0,1.2666365e-25,1.7560911e-13,9.2052116e-20,4.8553858e-17,1.2909613e-21,1.0,1.2596095e-09,1.7573429e-13,Cancer,TUM,True,0.99135584,0.9927672,0.96641046,0.98351115,gland,0,0,True,gland,gland,True
61440,21504,5.4417374e-17,9.370359e-10,1.5910067e-15,1.0,2.65987e-26,1.1723882e-14,4.085508699999999e-18,8.930217000000001e-17,1.06335186e-19,1.0,9.370359e-10,1.3369306e-14,Cancer,TUM,True,0.99657035,0.99611557,0.99444515,0.9957104,gland,0,0,True,gland,gland,True
61952,21504,9.382942e-19,2.541835e-11,1.0548511e-12,1.0,1.1279643e-23,5.438067e-16,2.8960586e-15,3.2112346000000003e-17,2.781554e-16,1.0,2.5421523e-11,1.0553959e-12,Cancer,TUM,True,0.9837225,0.99861145,0.9795115,0.9872818,gland,0,0,True,gland,gland,True
62464,21504,1.0766751e-18,1.1582445e-12,5.532742999999999e-19,1.0,1.4676394e-23,5.6114293e-12,4.1280536e-20,2.872889e-20,9.203985e-27,1.0,1.1582445e-12,5.611431e-12,Cancer,TUM,True,0.9956006,0.987375,0.99687636,0.993284,gland,0,0,True,gland,gland,True
62976,21504,1.6444497e-23,4.518302e-16,2.258036e-22,1.0,1.6241724e-27,2.4266038e-17,3.9006342999999997e-19,1.9144739e-26,4.655412e-34,1.0,4.5222025e-16,2.4266280000000002e-17,Cancer,TUM,True,0.9932025,0.99580115,0.99740905,0.99547094,gland,0,0,True,gland,gland,True
63488,21504,1.3764259999999998e-19,1.2239743e-14,1.4728831e-16,1.0,2.2109554e-26,3.2418557e-18,1.20849044e-17,5.7726195e-19,3.772524e-21,1.0,1.2251831e-14,1.5066781000000002e-16,Cancer,TUM,True,0.9795115,0.99711037,0.9700135,0.98221177,gland,0,0,True,gland,gland,True
64000,21504,8.2702104e-29,1.4185343e-16,9.251459e-22,1.0,2.4902555e-35,9.3660745e-24,5.2586973e-19,1.0376445000000001e-22,1.2381691000000001e-24,1.0,1.423793e-16,9.34512e-22,Cancer,TUM,True,0.99128854,0.99586606,0.9532751,0.98014325,gland,0,0,True,gland,gland,True
64512,21504,2.6253835999999997e-19,2.5746328e-12,1.4853308e-15,1.0,1.628152e-23,5.853139000000001e-17,2.1435599e-12,4.2714893e-13,3.031777e-17,1.0,4.718223e-12,1.5441248e-15,Cancer,TUM,True,0.993807,0.9953904,0.97090924,0.98670226,gland,0,0,True,gland,gland,True
65024,21504,4.1519154e-12,8.092432e-06,1.4253888e-10,0.9999919,2.5068365e-14,5.9704845e-12,6.744088e-11,8.903975e-12,7.6000614e-14,0.9999919,8.092499e-06,1.5266129e-10,Cancer,TUM,True,0.98201376,0.96765566,0.98481095,0.9781601,gland,0,0,True,gland,gland,True
