file,p_Adenocarcinoma_high_grade,p_Adenocarcinoma_low_grade,p_Adenoma_high_grade,p_Adenoma_low_grade,p_Fat,p_Hyperplastic_polyp,p_Inflammation,p_Mucus,p_Muscle,p_Necrosis,p_Sessile_serrated_lesion,p_Stroma_healthy,p_Vessels
slide_0162__patch_0606970.png,0.99513936,0.00346748,6.098051e-05,1.1563314e-05,0.0002056415,1.6176034e-05,5.616315e-05,2.9253302e-05,0.00012666656,0.00062909495,1.7084776e-05,9.5317555e-06,0.00023104143
slide_0165__patch_0597631.png,0.9841211,0.0151400985,0.00017749859,1.5888058e-05,3.782639e-05,4.5198667e-05,6.777544e-05,1.7589344e-05,6.962928e-05,0.00017370279,8.499327e-06,6.965816e-05,5.5497516e-05
slide_0168__patch_0445996.png,0.02751067,0.73057425,0.23821063,0.0001935029,8.7857894e-05,7.2447e-05,0.00013782957,0.0001857718,6.945162e-05,0.0027120837,0.000108719316,9.88101e-05,3.798785e-05
slide_0176__patch_0894961.png,0.8343948,0.15511551,0.0042685904,0.00010538416,0.00018807984,0.00012749186,0.004960471,7.243611e-05,0.00028826628,0.00016065473,7.910648e-05,0.00012940462,0.00010985413
slide_0186__patch_0136223.png,0.9987348,0.0006607327,1.3891251e-05,7.1294535e-06,8.877323e-05,2.3060735e-05,0.00013149081,3.8530216e-05,5.553592e-05,0.00016440554,2.0848454e-06,4.9831902e-05,2.9854536e-05
slide_0186__patch_0184346.png,0.99228454,0.006619502,5.0205163e-05,8.183639e-06,9.515988e-05,3.68903e-05,0.00010189643,4.63537e-05,4.398099e-05,0.00058229984,3.6156473e-06,7.661552e-05,5.080331e-05
slide_0186__patch_0192705.png,0.9947871,0.0041005476,6.253684e-05,9.1633365e-06,0.00013225371,2.037929e-05,0.0003995276,3.228181e-05,4.4235614e-05,0.00027064202,1.9753443e-06,0.00011054575,2.8784003e-05
slide_0186__patch_0208560.png,0.9994311,0.000161136,8.39447e-06,6.473827e-06,7.444145e-05,1.6865366e-05,8.782546e-05,1.6094244e-05,6.783222e-05,5.988799e-05,3.0518895e-06,3.523435e-05,3.1702733e-05
slide_0186__patch_0257237.png,0.99938333,0.00017830788,1.3122114e-05,7.521539e-06,5.95594e-05,1.5236209e-05,0.00011738443,1.7210112e-05,6.326276e-05,7.088331e-05,1.7453705e-06,4.506881e-05,2.7428787e-05
slide_0186__patch_0267728.png,0.998453,0.0005855465,1.9334639e-05,1.5042934e-05,9.562632e-05,1.8726876e-05,0.00046603993,4.5808207e-05,6.183197e-05,0.00015611052,1.9045585e-06,5.6890567e-05,2.4112149e-05
slide_0186__patch_0305190.png,0.9983176,0.0010843504,1.9374873e-05,8.586921e-06,0.00010140396,2.2852857e-05,0.00021930198,2.328333e-05,2.5005802e-05,8.872574e-05,2.3639539e-06,4.628218e-05,4.09888e-05
slide_0186__patch_0382464.png,0.99587184,0.00047026493,1.2412033e-05,1.9702893e-05,0.00039658058,0.00011029878,0.0015437446,7.846383e-05,6.934552e-05,0.0011963124,3.954621e-06,0.00014780214,7.93614e-05
slide_0186__patch_0394490.png,0.99175584,0.0072861942,8.554134e-05,7.718938e-06,0.00013986838,2.0228428e-05,0.00019262612,2.1967451e-05,4.0484163e-05,0.000259296,2.5223337e-06,8.2485996e-05,0.00010528419
slide_0186__patch_0835404.png,0.99726427,0.0018724115,2.7699998e-05,5.1298275e-06,7.438753e-05,2.30364e-05,0.0003713291,4.5339762e-05,3.3529275e-05,0.00021047129,3.6104927e-06,3.1820295e-05,3.6991332e-05
slide_0186__patch_0840334.png,0.9992126,0.0003447196,1.0353425e-05,6.4483893e-06,7.363888e-05,3.0563177e-05,6.821164e-05,2.6537951e-05,5.4795735e-05,7.790705e-05,2.5576594e-06,3.9487088e-05,5.2157022e-05
slide_0186__patch_0843758.png,0.99939394,0.0001469713,1.1194863e-05,8.876116e-06,7.602008e-05,1.2849559e-05,0.00013664446,1.78721e-05,6.149517e-05,7.742118e-05,2.2923675e-06,3.221952e-05,2.2246919e-05
slide_0186__patch_0859258.png,0.9991572,0.00034941608,1.0386275e-05,7.0000397e-06,8.0454454e-05,3.0976007e-05,8.0550344e-05,2.6915244e-05,5.086049e-05,8.654359e-05,2.415866e-06,4.8830585e-05,6.838384e-05
slide_0186__patch_0898956.png,0.9981742,0.0011879702,2.0750165e-05,6.5884074e-06,8.595949e-05,3.3839377e-05,0.00014038531,3.579045e-05,4.3872795e-05,0.00017638867,2.024979e-06,5.5477387e-05,3.666709e-05
slide_0186__patch_1034255.png,0.99933237,0.00027260013,1.5456078e-05,7.919959e-06,5.8586636e-05,1.0247556e-05,0.00011984658,1.2089979e-05,4.829585e-05,5.5716464e-05,2.1678347e-06,4.3056436e-05,2.1700036e-05
slide_0206__patch_0445537.png,0.9400509,0.05020525,0.0013070252,5.1042698e-05,0.00012105917,0.00012387565,0.0065072584,0.000104998835,0.00046329517,4.8091184e-05,1.2910133e-05,0.0009551974,4.9167542e-05
slide_0215__patch_0061473.png,0.99844104,0.0012658568,7.426097e-05,7.439654e-06,2.5319137e-05,1.3098043e-05,3.390302e-05,1.0540323e-05,2.1212913e-05,5.6545385e-05,9.573627e-06,2.2355634e-05,1.8960516e-05
slide_0215__patch_0076556.png,0.99855226,0.000981116,0.00015752293,3.6280195e-05,1.2454416e-05,2.1522033e-05,6.1380364e-05,1.7911352e-05,4.284288e-05,7.544176e-05,8.0984955e-06,2.2686965e-05,1.0423158e-05
slide_0215__patch_0524427.png,0.99796116,0.0016641784,0.00012355064,7.4411364e-06,2.1702917e-05,1.9170591e-05,2.820839e-05,1.6327087e-05,2.2022079e-05,7.859403e-05,1.0714603e-05,2.5330392e-05,2.1640397e-05
slide_0215__patch_0578894.png,0.999508,0.0002024132,3.415547e-05,7.468565e-06,1.3183021e-05,1.9214907e-05,7.179693e-05,1.6260674e-05,3.732478e-05,4.7847363e-05,5.484109e-06,2.172199e-05,1.5199676e-05
slide_0215__patch_0592861.png,0.99277,0.0064240885,0.00039288052,9.08886e-06,2.2201117e-05,3.113595e-05,6.0284812e-05,2.5124746e-05,2.1268765e-05,0.00016714238,1.661213e-05,4.035556e-05,1.9769843e-05
slide_0215__patch_0773300.png,0.9985806,0.0010430833,0.00014804426,7.4434824e-06,2.1347412e-05,1.6373344e-05,7.0015776e-05,1.4672393e-05,1.8835271e-05,3.97467e-05,6.130613e-06,1.9815829e-05,1.3960125e-05
slide_0215__patch_0960161.png,0.9938566,0.0055241277,0.00020894532,1.0187344e-05,2.4055711e-05,2.9078472e-05,3.8712973e-05,2.127321e-05,2.3588902e-05,0.00018612538,1.4370732e-05,4.4987053e-05,1.7854705e-05
slide_0221__patch_0545498.png,0.0035019473,0.00042688232,0.00013638711,7.208457e-05,7.521187e-05,3.926888e-05,0.99498063,3.2488177e-05,0.00022843461,0.00029334184,7.863115e-06,0.00017150944,3.400679e-05
slide_0256__patch_0479661.png,0.10678842,0.7487321,0.13459787,0.000168777,0.00013056972,0.0001064916,0.00031461916,0.00018298709,7.074993e-05,0.008663951,9.212846e-05,6.551985e-05,8.580776e-05
slide_0260__patch_0001776.png,0.99955326,4.8015558e-05,1.04978035e-05,1.3825856e-05,5.2395393e-05,2.3965882e-05,7.91288e-05,2.2920567e-05,0.00010823332,1.8528744e-05,9.485205e-06,3.4515117e-05,2.5159756e-05
slide_0260__patch_0060576.png,0.9994524,0.00014301713,2.7638758e-05,1.1230582e-05,2.2415124e-05,1.4195405e-05,4.4542656e-05,1.8331368e-05,0.00016297486,5.5327964e-05,1.7206377e-05,1.4314383e-05,1.6443402e-05
slide_0260__patch_0110203.png,0.999622,7.759335e-05,1.4189516e-05,1.29271575e-05,4.1991017e-05,1.20819195e-05,4.30904e-05,1.2653329e-05,6.563093e-05,1.8137853e-05,8.510126e-06,4.2857497e-05,2.827237e-05
slide_0260__patch_0152335.png,0.9993536,0.000105594845,3.0165877e-05,3.4326644e-05,2.8778304e-05,1.4138529e-05,8.804835e-05,3.392876e-05,0.00015110006,6.2573556e-05,3.5132034e-05,2.625232e-05,3.6414523e-05
slide_0260__patch_0223540.png,0.99938786,0.00034409878,2.56515e-05,7.7802515e-06,3.364345e-05,9.2266955e-06,3.2450604e-05,1.2228283e-05,4.5883862e-05,5.3865697e-05,1.0805808e-05,2.367607e-05,1.2767372e-05
slide_0260__patch_0250579.png,0.9991605,0.00023836536,1.4799178e-05,1.13547185e-05,6.1515646e-05,1.8562949e-05,4.2874126e-05,2.2787373e-05,0.00020177802,9.431062e-05,3.909046e-05,3.6036658e-05,5.8033977e-05
slide_0260__patch_0259415.png,0.99961036,5.9666178e-05,1.0407071e-05,1.7037308e-05,3.3411965e-05,1.5793565e-05,5.058532e-05,2.2673761e-05,7.316192e-05,4.4703756e-05,1.569691e-05,2.4533325e-05,2.1898002e-05
slide_0260__patch_0265750.png,0.99935967,0.0002825914,5.6183802e-05,1.41151195e-05,2.2114775e-05,8.230151e-06,2.5554427e-05,1.3143068e-05,0.0001286179,3.3973327e-05,1.5619498e-05,1.9133231e-05,2.096462e-05
slide_0260__patch_0307359.png,0.99946505,5.8373822e-05,9.949794e-06,1.5178265e-05,5.5875305e-05,1.6737511e-05,6.2857296e-05,2.6732927e-05,0.00013867782,6.9879505e-05,2.2032791e-05,2.579518e-05,3.2908756e-05
slide_0260__patch_0323476.png,0.99956197,0.000112872905,1.3137883e-05,1.4490023e-05,1.9743771e-05,1.3258173e-05,5.0885123e-05,1.6606367e-05,8.8519635e-05,4.4357956e-05,1.3640746e-05,2.4038402e-05,2.6489213e-05
slide_0260__patch_0384338.png,0.99952734,0.0001485603,1.1164913e-05,7.729226e-06,7.492955e-05,1.3205849e-05,4.069535e-05,1.471078e-05,4.547807e-05,4.324535e-05,2.0268935e-05,3.1208485e-05,2.1432961e-05
slide_0260__patch_0519714.png,0.9995943,6.228543e-05,1.6549844e-05,1.9938267e-05,3.0108955e-05,1.0565317e-05,5.0642866e-05,1.9049427e-05,9.37499e-05,3.754732e-05,1.1843443e-05,2.6802658e-05,2.6582617e-05
slide_0260__patch_0583016.png,0.9995122,0.00020864724,2.5664845e-05,7.0339174e-06,4.8922855e-05,9.47619e-06,5.6200148e-05,1.0442764e-05,3.566012e-05,3.246591e-05,1.4406027e-05,2.1381986e-05,1.751197e-05
slide_0260__patch_0601362.png,0.9983242,0.0012549747,0.00011504994,1.0059521e-05,2.6339927e-05,1.0367685e-05,4.5980512e-05,1.6524626e-05,7.724205e-05,6.4134125e-05,1.7935876e-05,2.6072288e-05,1.10154915e-05
slide_0260__patch_0632057.png,0.9991629,7.316622e-05,1.1559467e-05,1.5719463e-05,0.00024995094,2.7670598e-05,9.047522e-05,2.802252e-05,0.000110305045,7.616569e-05,4.7191978e-05,4.9105784e-05,5.76531e-05
slide_0260__patch_0645543.png,0.9986337,0.00027686064,2.4865993e-05,1.7016571e-05,0.00011556303,1.7863034e-05,0.00013994255,3.925218e-05,0.00012706418,0.00052261696,4.2001102e-05,1.157507e-05,3.174134e-05
slide_0260__patch_0670296.png,0.99946743,7.059715e-05,1.2126984e-05,2.9100696e-05,3.434388e-05,1.4554546e-05,0.0001710638,1.8247552e-05,8.937065e-05,3.6892543e-05,1.31893385e-05,2.1857946e-05,2.1314881e-05
slide_0260__patch_0705593.png,0.9995845,7.930366e-05,1.5753385e-05,7.2749085e-06,5.3304455e-05,1.1379052e-05,9.205705e-05,1.3605533e-05,7.040504e-05,2.1602174e-05,9.71792e-06,2.211279e-05,1.9004312e-05
slide_0260__patch_0836751.png,0.9994143,0.00019882701,4.054812e-05,7.0969477e-06,3.005944e-05,9.529235e-06,5.24111e-05,3.2213786e-05,0.00010887914,6.071027e-05,1.745046e-05,1.0348979e-05,1.7647555e-05
slide_0260__patch_0843737.png,0.9980757,0.0006591142,1.7633e-05,8.1866665e-06,0.0001435043,3.261399e-05,0.0001375925,1.6724083e-05,3.1616564e-05,0.0005516382,3.6497313e-05,4.72318e-05,0.00024182553
slide_0260__patch_0944412.png,0.9995409,7.444026e-05,1.4994491e-05,1.1745495e-05,6.139901e-05,1.2535178e-05,9.1452515e-05,1.46890825e-05,5.0976527e-05,3.5532517e-05,2.1979457e-05,4.4422166e-05,2.49177e-05
slide_0260__patch_0948340.png,0.99874395,6.231487e-05,8.013113e-06,2.286327e-05,9.059388e-05,4.86086e-05,0.0005098315,2.908332e-05,0.00015360679,9.578006e-05,4.1252162e-05,0.0001612822,3.2865635e-05
slide_0260__patch_0966315.png,0.9995783,0.00015417735,1.2744608e-05,8.452852e-06,3.839586e-05,1.1468261e-05,3.9026665e-05,1.3312846e-05,5.7843146e-05,3.929485e-05,1.0688045e-05,1.7302278e-05,1.9047522e-05
slide_0260__patch_0970949.png,0.9995473,8.713933e-05,2.6915228e-05,1.5226827e-05,2.9678868e-05,1.104386e-05,4.5898185e-05,2.185744e-05,0.00012755174,3.1193224e-05,1.8590157e-05,1.6981827e-05,2.0600186e-05
slide_0260__patch_1017910.png,0.9996464,8.162689e-05,1.9320272e-05,1.1828855e-05,3.107484e-05,9.918202e-06,3.3042328e-05,1.3927873e-05,7.715031e-05,2.2338098e-05,9.442864e-06,2.4502318e-05,1.9479083e-05
slide_0278__patch_0031422.png,0.99948585,0.00020927444,1.6852608e-05,8.234787e-06,3.412531e-05,1.3602569e-05,0.00010900881,1.0490221e-05,1.3922968e-05,4.2472795e-05,5.6661183e-06,2.864711e-05,2.1772943e-05
slide_0278__patch_0062174.png,0.99937576,0.0003920167,3.0732615e-05,8.617026e-06,3.084534e-05,8.310695e-06,3.3559852e-05,1.3558541e-05,3.4854016e-05,3.354478e-05,8.568415e-06,1.3144783e-05,1.6434036e-05
slide_0278__patch_0377118.png,0.991306,0.00018635619,2.9724402e-05,6.798632e-05,4.5067547e-05,0.00010080793,0.007788437,8.482057e-05,6.70911e-05,0.00024528106,1.3243467e-05,3.229986e-05,3.2779553e-05
slide_0278__patch_0387283.png,0.99953675,0.00017335228,1.9188557e-05,1.2617739e-05,2.0989144e-05,2.2492954e-05,7.459245e-05,1.3267616e-05,2.0327201e-05,4.0174884e-05,3.7421385e-06,3.8021582e-05,2.4586769e-05
slide_0278__patch_0409387.png,0.9987696,0.0008332018,0.00010562175,4.3345546e-05,1.6819857e-05,1.2019085e-05,5.292066e-05,2.061435e-05,2.6154112e-05,6.6873545e-05,2.5900747e-06,3.4037203e-05,1.616976e-05
slide_0278__patch_0526072.png,0.9991585,5.8157464e-05,1.9004512e-05,2.0058338e-05,4.0865383e-05,2.2429831e-05,0.000405395,1.7949047e-05,2.646605e-05,8.388112e-05,7.888454e-06,0.00011478547,2.4619458e-05
slide_0278__patch_0538361.png,0.9995827,8.961379e-05,1.4521229e-05,9.8526725e-06,4.859632e-05,8.868653e-06,9.292642e-05,1.8109453e-05,4.36443e-05,4.3141215e-05,7.2184816e-06,2.4715418e-05,1.6130676e-05
slide_0278__patch_0611958.png,0.9994332,0.00017805849,2.3082564e-05,1.2589581e-05,2.204199e-05,1.126394e-05,0.00017651434,1.5156073e-05,1.4908838e-05,6.174594e-05,4.285032e-06,3.249348e-05,1.4683621e-05
slide_0278__patch_0612258.png,0.9994808,0.00013950068,1.8652956e-05,1.1311195e-05,3.2029544e-05,9.856508e-06,0.00019661515,1.1881057e-05,2.2349717e-05,3.4065597e-05,5.85183e-06,2.3396853e-05,1.3732791e-05
slide_0278__patch_0654467.png,0.9994312,0.00015506988,1.7819664e-05,1.0238957e-05,2.3850373e-05,2.8706529e-05,0.00017247982,1.8378134e-05,2.3916906e-05,3.8920247e-05,3.2746184e-06,5.3372223e-05,2.271614e-05
slide_0278__patch_0812960.png,0.9994325,0.00021377318,1.44724045e-05,7.163868e-06,3.6510664e-05,2.3636087e-05,0.00013664256,1.41654255e-05,1.5229826e-05,4.6247125e-05,5.8891796e-06,2.685486e-05,2.6836582e-05
slide_0278__patch_0842508.png,0.99950767,0.00012045893,3.768882e-05,2.319743e-05,3.57171e-05,1.0303866e-05,0.00012754646,1.4212663e-05,2.5895984e-05,4.8338283e-05,3.3538859e-06,3.166038e-05,1.3973245e-05
slide_0278__patch_0899477.png,0.9988783,8.221149e-05,1.207201e-05,3.1277163e-05,2.6331281e-05,8.1210856e-05,0.0005586927,3.1912186e-05,4.865303e-05,0.00012937853,7.326046e-06,6.338602e-05,4.9166996e-05
slide_0278__patch_0920473.png,0.9993857,0.00016933618,1.9574421e-05,1.2358543e-05,1.9812467e-05,3.294053e-05,0.00021186794,1.842192e-05,2.2818589e-05,4.4655582e-05,3.868702e-06,3.899523e-05,1.9625522e-05
slide_0278__patch_1033062.png,0.9994135,0.0001722192,2.7877753e-05,2.0803189e-05,1.8570781e-05,1.507489e-05,9.82103e-05,2.4792624e-05,2.0300075e-05,0.00014289869,3.8082846e-06,2.1075686e-05,2.1028387e-05
slide_0296__patch_1002552.png,0.0004872023,0.7088895,0.28862193,0.00020612602,8.772762e-05,7.409886e-05,0.0002453775,0.0001099693,1.4312471e-05,0.0010644624,8.598201e-05,4.500019e-05,6.83486e-05
slide_0299__patch_0400310.png,0.9963141,0.002891586,0.00015220528,1.8925539e-05,2.606969e-05,4.2601718e-05,0.00031586003,6.510835e-05,7.496162e-05,5.048385e-05,3.147835e-06,3.4192064e-05,1.0921595e-05
slide_0299__patch_0934095.png,0.99680066,0.0025449425,9.3266965e-05,1.0926033e-05,4.7436904e-05,4.196933e-05,0.0002304264,2.7077856e-05,0.00013183428,2.405609e-05,3.488269e-06,3.1163036e-05,1.2800046e-05
slide_0314__patch_0087101.png,0.99926573,0.00046727053,3.6082685e-05,7.459146e-06,1.5375515e-05,1.1692512e-05,3.31119e-05,1.0025373e-05,5.1197978e-05,4.1377603e-05,8.515859e-06,3.542689e-05,1.6755683e-05
slide_0314__patch_0170596.png,0.9990509,0.00068260974,4.0157654e-05,7.551454e-06,1.614539e-05,2.302465e-05,3.6373163e-05,9.849469e-06,3.0559713e-05,3.4483754e-05,8.198245e-06,4.064214e-05,1.9457642e-05
slide_0314__patch_0251235.png,0.9995633,0.0001454281,1.979153e-05,9.589068e-06,2.0854044e-05,1.5353333e-05,7.612707e-05,1.1781804e-05,2.898756e-05,3.3585042e-05,3.828791e-06,4.6042765e-05,2.5323534e-05
slide_0314__patch_0282460.png,0.99919397,0.0005350975,4.502534e-05,6.169928e-06,1.8714198e-05,1.4457032e-05,5.742738e-05,1.0040544e-05,2.7530687e-05,3.0768955e-05,4.085528e-06,3.814097e-05,1.865881e-05
slide_0314__patch_0299576.png,0.99951184,0.00010242484,1.41228165e-05,6.3480834e-06,4.5525838e-05,2.0645042e-05,0.00015455397,1.7451895e-05,3.0847506e-05,3.652857e-05,7.1508866e-06,2.7788521e-05,2.4756762e-05
slide_0314__patch_0311427.png,0.99953127,4.974695e-05,1.403544e-05,2.25948e-05,3.2059186e-05,2.605484e-05,0.00014049427,1.7313e-05,4.588239e-05,3.7184094e-05,7.4499585e-06,4.942365e-05,2.6611075e-05
slide_0314__patch_0401673.png,0.9984529,0.0012511383,6.412306e-05,6.897936e-06,2.4896417e-05,1.008668e-05,2.4984398e-05,6.763821e-06,3.6674253e-05,5.3700875e-05,1.039892e-05,3.6835805e-05,2.0540634e-05
slide_0314__patch_0429190.png,0.99591136,0.0032532252,4.820838e-05,5.2200776e-06,8.385949e-05,2.2429907e-05,6.450514e-05,8.235864e-06,2.6867725e-05,9.605475e-05,1.8189046e-05,0.00037859875,8.327215e-05
slide_0314__patch_0432243.png,0.9995283,0.00012016297,1.9925981e-05,1.5590002e-05,2.1504806e-05,1.6574688e-05,7.460399e-05,1.8177207e-05,3.1075408e-05,7.31532e-05,3.5178457e-06,3.79832e-05,3.9345683e-05
slide_0314__patch_0556182.png,0.99831235,0.0010953493,0.00013325506,1.5207752e-05,2.4333134e-05,1.1421907e-05,4.872736e-05,1.7077935e-05,0.00018305646,6.565693e-05,2.1675221e-05,5.496111e-05,1.6958726e-05
slide_0314__patch_0577504.png,0.999252,9.347556e-05,1.0559293e-05,8.512315e-06,8.499738e-05,4.8035527e-05,0.0001566892,1.4020577e-05,2.8723232e-05,0.000111169065,2.4231393e-05,0.00011189694,5.566169e-05
slide_0314__patch_0592000.png,0.9989477,0.00017669833,1.4720937e-05,1.1733375e-05,4.1398056e-05,2.6456959e-05,0.00029046132,1.2389323e-05,4.969776e-05,0.00014070676,1.0374219e-05,0.00018663259,9.117502e-05
slide_0314__patch_0611582.png,0.9995024,0.00017318373,1.5206551e-05,7.536452e-06,2.764863e-05,1.41971705e-05,6.623637e-05,1.4909785e-05,4.010028e-05,7.3570096e-05,7.732034e-06,1.466598e-05,4.2492942e-05
slide_0314__patch_0656624.png,0.99955004,0.00014609437,1.3820604e-05,7.911371e-06,3.0661005e-05,1.6015952e-05,6.3476335e-05,1.0654476e-05,2.417156e-05,5.9609454e-05,1.2005659e-05,4.1948933e-05,2.3572231e-05
slide_0314__patch_0685503.png,0.9994912,0.00012298876,1.0763798e-05,8.19923e-06,3.8138674e-05,4.0684026e-05,8.246585e-05,1.3029972e-05,2.722723e-05,7.628328e-05,7.80097e-06,5.1264797e-05,2.9894964e-05
slide_0314__patch_0689053.png,0.9996045,0.00011313442,1.2085476e-05,9.025192e-06,3.2618464e-05,1.9543188e-05,6.2276384e-05,1.3630415e-05,3.6504935e-05,2.9188994e-05,5.500032e-06,2.9390278e-05,3.2689342e-05
slide_0314__patch_0692680.png,0.9995328,8.0779595e-05,9.725974e-06,9.903738e-06,3.499243e-05,3.719685e-05,0.00011669428,2.1356034e-05,4.2536933e-05,4.136451e-05,6.2398567e-06,3.369602e-05,3.2776432e-05
slide_0314__patch_0727224.png,0.99919707,0.00050045975,3.5174427e-05,4.8031757e-06,4.062216e-05,1.249807e-05,7.035688e-05,8.195269e-06,2.6368187e-05,3.4675104e-05,1.08790355e-05,4.4578737e-05,1.4454155e-05
slide_0314__patch_0749159.png,0.9995152,7.535862e-05,7.873229e-06,8.348819e-06,5.0596085e-05,3.3162076e-05,8.4118416e-05,1.911095e-05,4.3610064e-05,6.600094e-05,1.5144628e-05,5.2583768e-05,2.9039484e-05
slide_0314__patch_0753097.png,0.99915385,0.000269753,1.3165813e-05,8.43083e-06,4.472764e-05,2.7102024e-05,0.00028442076,1.5032833e-05,2.0578707e-05,8.691351e-05,9.193209e-06,4.575986e-05,2.0983885e-05
slide_0314__patch_0783455.png,0.9996007,8.997851e-05,1.7797396e-05,1.0684412e-05,2.2776463e-05,1.576538e-05,6.890423e-05,1.9643903e-05,3.6210764e-05,4.9441507e-05,4.2204165e-06,2.755955e-05,3.628429e-05
slide_0314__patch_0953679.png,0.99931204,0.00037575923,1.3134335e-05,6.0582925e-06,3.9905797e-05,2.8019142e-05,4.9265436e-05,1.3208245e-05,2.4197216e-05,4.615321e-05,1.1628577e-05,5.1721396e-05,2.8908451e-05
slide_0314__patch_0996795.png,0.9991431,0.0003912949,1.7216415e-05,6.7051815e-06,5.224424e-05,2.058732e-05,0.00011724815,1.1096867e-05,2.3661063e-05,6.457458e-05,8.174291e-06,0.00011974404,2.4169856e-05
slide_0315__patch_0823103.png,0.08156428,0.015321701,0.010948416,0.02011226,0.00074716064,0.0011674842,0.0069676745,0.8512519,0.0012287948,0.0006680542,0.0055423905,0.0022350238,0.0022448543
slide_0365__patch_0063823.png,0.99722457,0.0024285035,4.4189695e-05,4.081774e-06,5.5308286e-05,1.6279117e-05,6.499102e-05,1.3772916e-05,5.717967e-05,3.426717e-05,1.22822985e-05,2.410408e-05,2.043345e-05
slide_0365__patch_0437777.png,0.99940634,0.00026426036,2.7231848e-05,1.1076432e-05,1.828185e-05,7.3550427e-06,0.00012974738,2.1080603e-05,5.951597e-05,2.0986345e-05,6.526979e-06,1.856863e-05,9.002481e-06
slide_0365__patch_0751284.png,0.5977106,0.3639798,0.036831144,0.00017801643,9.308746e-05,4.7519945e-05,0.00040032007,8.845146e-05,0.00017057224,0.00010116707,8.4925305e-05,0.00020907042,0.00010534851
slide_0365__patch_0840326.png,0.9935551,0.0050470484,0.0008118388,4.085373e-05,1.9002735e-05,1.1354434e-05,0.00028977025,3.479902e-05,8.543801e-05,3.409322e-05,2.1519207e-05,2.7549722e-05,2.159478e-05
slide_0381__patch_0115054.png,0.005018814,0.8443318,0.14944716,0.00043199142,6.0253165e-05,7.856621e-05,0.00015178736,4.331504e-05,1.3978459e-05,0.00023718066,4.144605e-05,7.066042e-05,7.311034e-05
slide_0381__patch_0409131.png,0.007874125,0.85915595,0.13193218,0.0002792631,4.350985e-05,6.756208e-05,0.00010625166,7.708815e-05,1.9559238e-05,0.0002945588,3.863839e-05,5.6330253e-05,5.499772e-05
slide_0388__patch_0051064.png,0.00024796458,0.0050033024,0.42588082,0.5667898,3.5871013e-05,7.070057e-05,0.00018741908,0.0005793384,0.0001067279,0.00018795821,0.00073757133,0.00012247154,5.0022125e-05
slide_0442__patch_0218458.png,0.9994209,0.0002045116,1.4192845e-05,5.049777e-06,0.000113788556,1.415254e-05,2.0739477e-05,1.4678105e-05,6.4580956e-05,3.3300097e-05,1.5859801e-05,2.7507278e-05,5.0919876e-05
slide_0442__patch_0414730.png,0.9985116,0.0011226706,8.2012506e-05,6.0500292e-06,3.7851616e-05,6.212947e-06,2.5442636e-05,1.3800374e-05,6.139964e-05,6.42663e-05,1.8309485e-05,1.605838e-05,3.432593e-05
slide_0442__patch_0602902.png,0.99848676,0.0010389161,6.7755005e-05,6.290267e-06,5.189401e-05,9.897933e-06,2.091559e-05,1.6258007e-05,9.003017e-05,0.00012025661,2.5298286e-05,1.534909e-05,5.0422703e-05
slide_0442__patch_0677245.png,0.99464685,0.004790925,0.00018539645,1.3807584e-05,2.3522462e-05,1.3397352e-05,4.898693e-05,1.7497689e-05,8.063188e-05,9.246034e-05,3.1152358e-05,2.3174305e-05,3.223195e-05
slide_0442__patch_0829952.png,0.9994659,0.00017610294,2.2985607e-05,7.0966435e-06,3.9276045e-05,9.558298e-06,2.3244294e-05,1.5167065e-05,0.00010055357,4.5597786e-05,2.1669619e-05,1.80894e-05,5.467733e-05
slide_0454__patch_0643311.png,0.01487222,0.7249649,0.2581221,0.0004015059,3.6168905e-05,3.5086578e-05,0.0005635214,0.00012479148,4.9399187e-05,0.00046462772,7.009273e-05,0.00021037656,8.528979e-05
slide_0455__patch_0063034.png,0.999529,0.00022323751,3.2624244e-05,1.4306636e-05,2.088081e-05,9.885639e-06,4.4147295e-05,1.4013874e-05,4.1691885e-05,3.1660515e-05,3.679266e-06,2.0259444e-05,1.4592301e-05
slide_0455__patch_0074812.png,0.9995096,0.00012322253,1.36293165e-05,9.245075e-06,2.5078529e-05,1.5359099e-05,9.866323e-05,2.0570902e-05,5.8413738e-05,8.263575e-05,3.8195485e-06,2.0538793e-05,1.9380514e-05
slide_0455__patch_0102780.png,0.9986815,0.0008855825,1.5028278e-05,9.881611e-06,4.1824595e-05,2.5896205e-05,0.00015049757,2.2812947e-05,8.061141e-05,3.7487996e-05,5.505775e-06,1.754509e-05,2.5850555e-05
slide_0455__patch_0151910.png,0.99934405,0.00036989027,1.3327077e-05,9.636574e-06,3.9020906e-05,1.3170304e-05,5.9165253e-05,1.3575888e-05,5.8909976e-05,3.3185665e-05,4.7786916e-06,2.4641766e-05,1.6580454e-05
slide_0455__patch_0272415.png,0.99168336,0.0075505185,0.00024917652,1.0106452e-05,5.1837367e-05,1.4873681e-05,9.476462e-05,2.664354e-05,4.483208e-05,0.00022362212,8.253674e-06,1.9439865e-05,2.2689825e-05
slide_0455__patch_0357195.png,0.99912304,0.0005569276,1.7341767e-05,7.763753e-06,3.2369717e-05,1.3426863e-05,7.6922835e-05,1.5696083e-05,6.7688095e-05,4.579761e-05,4.409018e-06,1.6875385e-05,2.18756e-05
